recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,timestamp_dev_responded,developer_response,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,last_played,attributes_patterns,POS_all,cluster,sentiment_scores_noun_pos_vader,sentiment_score_noun_pos_vader,sentiment_scores_all_pos_vader,sentiment_score_all_pos_vader,sentiment_score_review_spacy,sentiment_score_noun_pos_spacy,sentiment_score_all_pos_spacy,consistency_noun_pos_vader,consistency_all_pos_vader,consistency_review_spacy,consistency_noun_pos_spacy,consistency_all_pos_spacy
147554452,english,"it is fun, play with friends. you can unlock skins and currencies through playing the game with the free battle pass. you also unlock things through achievements. microtransactions aren't predatory, cosmetics you can buy are 100% optional. the game gives you the option to earn the premium currency you buy with real $ by just playing the game. definitely recommend, can't wait to see what else the devs will add.",1696326895,1696326895,True,1,0,0.0,0,True,False,False,True,,,,76561198217465497,0,6,5433,720,1583,1707107480,"['free battle', '% optional', 'premium currency']","['is', 'fun', 'play', 'friends', 'unlock', 'skins', 'currencies', 'playing', 'game', 'free', 'battle', 'pass', 'also', 'unlock', 'things', 'achievements', 'microtransactions', 'are', ""n't"", 'predatory', 'cosmetics', 'buy', 'are', '%', 'optional', 'game', 'gives', 'option', 'earn', 'premium', 'currency', 'buy', 'real', 'just', 'playing', 'game', 'definitely', 'recommend', ""n't"", 'wait', 'see', 'else', 'devs', 'add']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.042857142857142864,0.4,-0.042857142857142864,inconsistent,inconsistent,inconsistent,consistent,inconsistent
147532204,english,i'm a masochist,1696288296,1696288296,True,0,0,0.0,0,True,False,False,True,,,,76561199405075651,0,2,10105,304,2520,1706863832,[],"['i', ""'m"", 'masochist']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
147530066,english,"cute, funny, drunken wobbly brawl game. is great time.",1696285023,1696285023,True,0,0,0.0,0,True,False,False,True,,,,76561197960881140,792,44,7422,399,2510,1707069796,"['brawl game', 'great time']","['cute', 'funny', 'drunken', 'wobbly', 'brawl', 'game', 'is', 'great', 'time']",0,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.2875,0.2,0.2875,consistent,inconsistent,consistent,consistent,consistent
147525815,english,this is the best game i've ever played!,1696278995,1696278995,True,0,0,0.0,0,True,False,False,True,,,,76561198045704523,0,9,5913,935,1070,1706983665,['best game'],"['is', 'best', 'game', 'i', ""'ve"", 'ever', 'played']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.25,0.3,0.3,inconsistent,inconsistent,consistent,consistent,consistent
147493317,english,fun game overall,1696239144,1696239144,True,1,0,0.0,0,True,False,False,True,,,,76561199074120644,0,7,5824,960,743,1706947627,['game overall'],"['fun', 'game', 'overall']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.03333333333333335,-0.2,-0.03333333333333335,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
147462091,english,i got to play as a cat and tased a moose repeatedly as they were trying to get back onto an iceberg as they froze and drowned to death!,1696191247,1696191247,True,1,0,0.0,0,True,False,False,True,,,,76561198298608481,111,41,11410,325,995,1707115275,[],"['i', 'got', 'play', 'cat', 'tased', 'moose', 'repeatedly', 'were', 'trying', 'get', 'back', 'iceberg', 'froze', 'drowned', 'death']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0625,0.0,-0.05,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
147422823,english,fall guys for furries,1696155033,1696155033,True,2,1,0.5238095521926879,0,True,False,False,True,,,,76561199074603140,0,13,8602,666,502,1706676279,[],"['fall', 'guys', 'furries']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
147372205,english,"very good 
",1696094064,1696094064,True,0,0,0.0,0,True,False,False,True,,,,76561198155632743,0,5,10362,1057,209,1707010383,[],"['very', 'good']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.9099999999999999,0.0,0.9099999999999999,inconsistent,inconsistent,consistent,inconsistent,consistent
147360889,english,"this game is an absolute blast! worth every dollar! it's goofy and ridiculously fun with friends.

game doesn't deserve the mixed reviews, no offline mode? oh heaven forbid there be no offline mode. micro transactions? its skins, just don't buy them? you even get eggs and in game currency for the skins. i've spent no money on skins and have so many.

go throw those noodle arms are your foes!",1696084688,1696084688,True,4,0,0.5158924460411071,0,True,False,False,True,,,,76561198121683761,0,8,23400,400,3134,1706936216,"['absolute blast', 'mixed reviews', 'offline mode', 'noodle arms']","['game', 'is', 'absolute', 'blast', 'worth', 'dollar', ""'s"", 'goofy', 'ridiculously', 'fun', 'friends', 'game', 'does', ""n't"", 'deserve', 'mixed', 'reviews', 'offline', 'mode', 'heaven', 'forbid', 'there', 'be', 'offline', 'mode', 'micro', 'transactions', 'skins', 'just', 'do', ""n't"", 'buy', 'even', 'get', 'eggs', 'game', 'currency', 'skins', 'i', ""'ve"", 'spent', 'money', 'skins', 'have', 'so', 'many', 'go', 'throw', 'noodle', 'arms', 'are', 'foes']",0,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.128}",-0.128,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.07499999999999998,0.1,0.04999999999999999,inconsistent,inconsistent,consistent,consistent,consistent
147348124,english,,1696072412,1696072412,True,1,0,0.5098039507865905,0,True,False,False,True,,,,76561199128794853,10,1,20036,1525,1063,1706987772,[],['nan'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
147315446,english,hmmmm,1696029989,1696029989,True,0,0,0.0,0,True,False,False,True,,,,76561199017623689,242,3,15767,27,3227,1706572798,[],['hmmmm'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
147272660,english,funny game,1695986547,1695986547,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561198453214885,0,2,10765,515,866,1707063640,['funny game'],"['funny', 'game']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.07500000000000001,-0.07500000000000001,-0.07500000000000001,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
147220508,english,"love the game.
i'm glad that they added the friend pass feature, even if it is only for a month. great way to introduce your friends into this game without paying anything.


funny animals <3",1695919193,1706501768,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561198206848596,40,11,3741,1721,575,1707073437,"['great way', 'funny animals']","['love', 'game', 'i', ""'m"", 'glad', 'added', 'friend', 'pass', 'feature', 'even', 'is', 'only', 'month', 'great', 'way', 'introduce', 'friends', 'game', 'paying', 'anything', 'funny', 'animals', '<']",0,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.28125,0.525,0.17857142857142858,consistent,inconsistent,consistent,consistent,consistent
147217362,english,"very good and fun gameplay especially with friends. there are micro transactions but its only for skins, which you start off with plenty and you can earn skins through the battlepass (free to everyone), achievements, and there's codes that they release for skins! i can basically tell you nothing bad about this game that would make it deserve a negative review. yes, people are upset at the micro transactions, from someone who didn't spend any real money for the ingame money, i've earned over 30 skins/outfits with roughly 40 hours of gameplay. this game is 110% worth the $20 and the people leaving negative reviews because of the micro transactions have no more than a couple hours played and just want all the skins asap. its a fighting party game, not a costume collector.",1695916347,1695916347,True,0,0,0.0,0,True,False,False,True,,,,76561199200707302,0,3,12126,0,2562,1704102487,"['fun gameplay', 'micro transactions', 'nothing bad', 'negative review', 'real money', 'negative reviews', 'couple hours', 'costume collector']","['very', 'good', 'fun', 'gameplay', 'especially', 'friends', 'are', 'micro', 'transactions', 'only', 'skins', 'start', 'plenty', 'earn', 'skins', 'battlepass', 'free', 'everyone', 'achievements', ""'s"", 'codes', 'release', 'skins', 'i', 'basically', 'tell', 'nothing', 'bad', 'game', 'make', 'deserve', 'negative', 'review', 'people', 'are', 'upset', 'micro', 'transactions', 'someone', 'did', ""n't"", 'spend', 'real', 'money', 'ingame', 'money', 'i', ""'ve"", 'earned', 'skins/outfits', 'roughly', 'hours', 'gameplay', 'game', 'is', '%', 'people', 'leaving', 'negative', 'reviews', 'micro', 'transactions', 'have', 'more', 'couple', 'hours', 'played', 'just', 'want', 'skins', 'asap', 'fighting', 'party', 'game', 'not', 'costume', 'collector']",0,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.7181}",0.7181,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.04266666666666665,-0.15999999999999998,-0.020714285714285713,consistent,inconsistent,inconsistent,inconsistent,inconsistent
147216210,english,fg,1695915395,1695915395,True,0,0,0.0,0,True,False,False,True,,,,76561199552621875,1,1,50139,2674,4061,1707060388,[],['fg'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
147174401,english,dang beasts. with murder mittens fists.,1695866394,1695897626,True,0,1,0.0,0,True,False,False,True,,,,76561198878383855,0,13,9125,615,494,1707064329,[],"['dang', 'beasts', 'murder', 'mittens', 'fists']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
147149273,english,nice love it,1695841951,1700740749,True,0,0,0.0,0,True,False,False,True,,,,76561198375617096,53,15,12021,0,9611,1704124834,[],"['nice', 'love']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.55,0.0,0.55,inconsistent,inconsistent,consistent,inconsistent,consistent
147127374,english,goofy and a fun game with friends up to 4 players in a party,1695821132,1695821132,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561199549430703,0,1,6676,606,1454,1707031572,['fun game'],"['goofy', 'fun', 'game', 'friends', 'up', 'players', 'party']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.13333333333333333,-0.05000000000000002,0.13333333333333333,inconsistent,inconsistent,consistent,inconsistent,consistent
147111105,english,"very funny, cute designs and very easy to pick up",1695797055,1695797055,True,1,0,0.0,0,True,False,False,True,,,,76561198309949324,0,1,9687,716,188,1707111815,['cute designs'],"['very', 'funny', 'cute', 'designs', 'very', 'easy', 'pick']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.46277777777777773,0.5,0.46277777777777773,inconsistent,inconsistent,consistent,consistent,consistent
147110997,english,"cute and violence, i like this game at the time i first see it available .",1695796788,1695796788,True,1,0,0.0,0,True,False,False,True,,,,76561199309545799,0,5,15788,1658,818,1707029899,[],"['cute', 'violence', 'i', 'game', 'time', 'i', 'first', 'see', 'available']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1875,0.0,0.1875,inconsistent,inconsistent,consistent,inconsistent,consistent
147104244,english,"the mixed reviews are harsh and quite a few are from review bombing upset the game is online only. which does suck don't get me wrong but the game itself is very fun.
especially when you play with friends. it's a silly physics based beat em up with cute animals. 
the maps currently available are fun and have a lot of variety. there are occasionally glitches but they're few and far between. if i'm not careful i could lose track of time and play this game all day.

if you'd like to try it, i hear it's on game pass.",1695783227,1697597559,True,4,0,0.5462211966514587,0,True,False,False,True,,,,76561198214252969,187,4,20743,3212,1759,1707107944,"['mixed reviews', 'silly physics', 'cute animals', 'careful i']","['mixed', 'reviews', 'are', 'harsh', 'quite', 'few', 'are', 'review', 'bombing', 'game', 'is', 'online', 'only', 'does', 'suck', 'do', ""n't"", 'get', 'wrong', 'game', 'is', 'very', 'fun', 'especially', 'play', 'friends', ""'s"", 'silly', 'physics', 'based', 'beat', 'em', 'cute', 'animals', 'maps', 'currently', 'available', 'are', 'fun', 'have', 'lot', 'variety', 'are', 'occasionally', 'glitches', ""'re"", 'few', 'far', 'i', ""'m"", 'not', 'careful', 'i', 'lose', 'track', 'time', 'play', 'game', 'day', 'like', 'try', 'i', 'hear', ""'s"", 'game', 'pass']",0,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.5719}",0.5719,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.07684210526315789,-0.025,-0.07684210526315789,consistent,inconsistent,inconsistent,inconsistent,inconsistent
147081908,english,cat (but on a murdering spree),1695762066,1700825950,True,0,0,0.0,0,True,False,False,True,,,,76561199093014186,0,5,16370,2435,2078,1707115279,['murdering spree'],"['cat', 'murdering', 'spree']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
147069932,english,very fun game. would recommend playing with at least one friend online. the skins are amazing! ignore negative reviews,1695747202,1695747202,True,3,0,0.4614921808242797,0,True,False,False,True,,,,76561198247475414,114,1,7556,718,1132,1707076380,"['fun game', 'negative reviews']","['very', 'fun', 'game', 'recommend', 'playing', 'least', 'friend', 'online', 'skins', 'are', 'amazing', 'ignore', 'negative', 'reviews']",0,"{'neg': 0.552, 'neu': 0.448, 'pos': 0.0, 'compound': -0.5719}",-0.5719,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.028000000000000025,-0.13333333333333333,-0.0019999999999999797,inconsistent,inconsistent,consistent,inconsistent,inconsistent
147064343,english,rat la bu  n nsnnsns jsdmnsdsd,1695740534,1695740534,False,0,0,0.3610503375530242,0,True,False,False,True,,,,76561199551291855,0,1,50250,3258,3715,1707117113,"['bu n', 'n nsnnsns']","['rat', 'la', 'bu', 'n', 'nsnnsns', 'jsdmnsdsd']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,consistent,inconsistent
147058263,english,"drop kicked a gorilla from a moving train then got tazed repeatedly by a bunny in a cop suit yelling ""stop resisting"". the zootopia disney didn't want you to see.

really fun gameplay wise, main music slaps and the graphics/aesthetics are good too. purely speaking in the sense of having fun, this game is defo a thumbsup.

only downside i can think of is the fact it has cosmetic lootboxes. even though it's just cosmetics and you get a ton of currency and cosmetics through levelling, achievements and weekly challenges, i do think it would be better if games got rid of this exploitive mechanic.",1695733035,1695749851,True,1,0,0.5074801445007324,0,True,False,False,True,,,,76561197999150476,540,53,6613,1495,781,1707081990,"['fun gameplay', 'main music', 'cosmetic lootboxes', 'weekly challenges', 'exploitive mechanic']","['drop', 'kicked', 'gorilla', 'moving', 'train', 'then', 'got', 'tazed', 'repeatedly', 'bunny', 'cop', 'suit', 'yelling', 'stop', 'resisting', 'zootopia', 'disney', 'did', ""n't"", 'want', 'see', 'really', 'fun', 'gameplay', 'wise', 'main', 'music', 'slaps', 'graphics/aesthetics', 'are', 'good', 'too', 'purely', 'speaking', 'sense', 'having', 'fun', 'game', 'is', 'defo', 'thumbsup', 'only', 'i', 'think', 'is', 'fact', 'has', 'cosmetic', 'lootboxes', 'even', ""'s"", 'just', 'cosmetics', 'get', 'ton', 'currency', 'cosmetics', 'levelling', 'achievements', 'weekly', 'challenges', 'i', 'do', 'think', 'be', 'better', 'games', 'got', 'rid', 'exploitive', 'mechanic']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.27566137566137566,0.23333333333333334,0.27566137566137566,inconsistent,inconsistent,consistent,consistent,consistent
147043461,english,"so i was hesitant on purchasing this game but this game is sooo much fun. different game modes and so adorable! i usually get bored of games pretty fast but i think this is my new fav. so many choices of cute animals. overall, this game is worth it.",1695705145,1695705145,True,17,0,0.58647221326828,0,True,False,False,True,,,,76561199026004719,68,7,9521,593,184,1707087184,"['much fun', 'different game', 'games pretty', 'new fav', 'many choices']","['so', 'i', 'was', 'hesitant', 'purchasing', 'game', 'game', 'is', 'sooo', 'much', 'fun', 'different', 'game', 'modes', 'so', 'adorable', 'i', 'usually', 'get', 'bored', 'games', 'pretty', 'fast', 'i', 'think', 'is', 'new', 'fav', 'so', 'many', 'choices', 'cute', 'animals', 'overall', 'game', 'is']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.028835227272727273,0.13106060606060607,0.002424242424242425,inconsistent,inconsistent,consistent,consistent,consistent
147034479,english,this game is so much fun to play with your friends!,1695689745,1695689745,True,2,0,0.52173912525177,0,True,False,False,True,,,,76561198067673869,0,10,18917,2522,1577,1707109984,['much fun'],"['game', 'is', 'so', 'much', 'fun', 'play', 'friends']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.012500000000000011,0.3,-0.05000000000000002,inconsistent,inconsistent,inconsistent,consistent,inconsistent
147034379,english,cute animals punching the shit out of each other. 8/10,1695689572,1695689572,True,2,0,0.5238095521926879,0,True,False,False,True,,,,76561198233130800,0,4,8253,1424,767,1707114955,[],"['cute', 'animals', 'punching', 'shit', 'other']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.05833333333333333,0.0,0.05833333333333333,inconsistent,inconsistent,consistent,inconsistent,consistent
147030725,english,"looks like a way more entertaining, variable and longliving game compared to fall guys.",1695684013,1695684013,True,1,0,0.5164319276809692,0,True,False,False,True,,,,76561198047226492,0,10,12699,2194,272,1707114231,['longliving game'],"['looks', 'way', 'more', 'entertaining', 'variable', 'longliving', 'game', 'compared', 'fall', 'guys']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.19999999999999998,-0.4,0.19999999999999998,inconsistent,inconsistent,consistent,inconsistent,consistent
147015524,english,[b]one of my friends who i play with said if i post a review on the game and it gets 50 likes and 50 awards that she will buy me a new gaming chair to replace my floor mat and a new keyboard to replace my current apple keyboard. so im just gonna leave this here. please help a brotha out[/b],1695665198,1698166635,True,5,0,0.484649121761322,0,True,False,False,True,,,,76561198256118162,143,383,21923,107,7023,1707116235,"['new keyboard', 'current apple']","['[', 'b', ']', 'friends', 'i', 'play', 'said', 'i', 'post', 'review', 'game', 'gets', 'likes', 'awards', 'buy', 'new', 'gaming', 'chair', 'replace', 'floor', 'mat', 'new', 'keyboard', 'replace', 'current', 'apple', 'keyboard', 'so', 'im', 'just', 'gon', 'leave', 'here', 'please', 'help', 'brotha', '[', '/b', ']']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.03181818181818183,0.06818181818181818,-0.03181818181818183,inconsistent,inconsistent,inconsistent,consistent,inconsistent
146990057,english,this game makes me want to knock out my pet's teeth,1695631151,1704365410,True,0,0,0.0,0,True,False,False,True,,,,76561199449654122,38,5,12339,2231,2033,1707023490,[],"['game', 'makes', 'want', 'knock', 'pet', 'teeth']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.4,0.0,-0.4,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
146984294,english,its so much fun to play and the art style is so cute and the modes are so fun.,1695620374,1695620374,True,0,0,0.4973822236061096,0,True,False,False,True,,,,76561198125544858,0,6,5828,2030,376,1707111926,['much fun'],"['so', 'much', 'fun', 'play', 'art', 'style', 'is', 'so', 'cute', 'modes', 'are', 'so', 'fun']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.3666666666666667,0.3,0.3666666666666667,inconsistent,inconsistent,consistent,consistent,consistent
146983040,english,there's no south america server.,1695617573,1695787962,False,2,1,0.4709480106830596,0,True,False,False,True,,,,76561198208628491,0,6,7967,1949,48,1707104288,['south america'],"[""'s"", 'south', 'america', 'server']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,consistent,inconsistent
146981533,english,"super fun game , super addicting , great community game for streamers and content creators .",1695614918,1695614918,True,1,0,0.5238095521926879,0,True,False,False,True,,,,76561199292298204,0,12,7471,667,951,1707095721,"['super fun', 'super addicting', 'great community', 'content creators']","['super', 'fun', 'game', 'super', 'addicting', 'great', 'community', 'game', 'streamers', 'content', 'creators']",0,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.8402}",0.8402,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.16111111111111112,0.44166666666666665,0.16111111111111112,consistent,inconsistent,consistent,consistent,consistent
146980199,english,💣🎾,1695612654,1700840231,True,0,0,0.0,0,True,False,False,True,,,,76561198022997572,138,33,7648,881,943,1706886768,[],['💣🎾'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
146978426,english,"chaotic & fun and i'm all for it! 
cute animals and graphics. good variety in maps and gamemodes (hoping for even more in the future, same with animals). 

microtransactions exist but it's cosmetics only (opinions may vary but i don't care as long as it doesn't affect gameplay). 

wish we could mix and match animal colors with the outfits (at least the ones that aren't obvious references to other media and franchises.).

a great game to play together with friends. left with a sore throat after first day from intense laughter. 
will recommend!",1695609645,1695609645,True,3,0,0.56521737575531,0,True,False,False,True,,,,76561198011719340,210,6,5267,978,1024,1707011922,"['cute animals', 'good variety', 'obvious references', 'other media', 'great game', 'first day', 'intense laughter']","['chaotic', 'fun', 'i', ""'m"", 'cute', 'animals', 'graphics', 'good', 'variety', 'maps', 'gamemodes', 'hoping', 'even', 'more', 'future', 'same', 'animals', 'microtransactions', 'exist', ""'s"", 'cosmetics', 'only', 'opinions', 'vary', 'i', 'do', ""n't"", 'care', 'as', 'long', 'does', ""n't"", 'affect', 'gameplay', 'wish', 'mix', 'match', 'animal', 'colors', 'outfits', 'least', 'ones', 'are', ""n't"", 'obvious', 'references', 'other', 'media', 'franchises.', 'great', 'game', 'play', 'together', 'friends', 'left', 'sore', 'throat', 'first', 'day', 'intense', 'laughter', 'recommend']",0,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.8074}",0.8074,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.15625000000000003,0.240625,0.14843750000000003,consistent,inconsistent,consistent,consistent,consistent
146974535,english,"it's a complete blast. there are some minor bugs with controllers and it has microtransactions, but only a very limited amount of skins are behind a paywall. the gameplay is very fun and chaotic and it has enough maps and modes to keep you entertained for a while.",1695603550,1695603550,True,1,0,0.0,0,True,False,False,True,,,,76561198012481434,0,14,11392,1486,1520,1707074121,"['complete blast', 'minor bugs', 'limited amount', 'enough maps']","[""'s"", 'complete', 'blast', 'are', 'minor', 'bugs', 'controllers', 'has', 'microtransactions', 'only', 'very', 'limited', 'amount', 'skins', 'are', 'paywall', 'gameplay', 'is', 'very', 'fun', 'chaotic', 'has', 'enough', 'maps', 'modes', 'keep', 'entertained', 'while']",0,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.2263}",-0.2263,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.007551020408163268,-0.0053571428571428555,0.05785714285714286,inconsistent,inconsistent,inconsistent,inconsistent,consistent
146963576,english,fun time spent.,1695588822,1700945815,True,1,0,0.500990092754364,0,True,False,False,True,,,,76561198257511212,124,4,9146,1333,288,1707109717,['fun time'],"['fun', 'time', 'spent']",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.09999999999999999,0.3,0.09999999999999999,inconsistent,inconsistent,consistent,consistent,consistent
146953578,english,hahahahahahahahahahahahaha,1695581046,1695581046,True,1,0,0.0,0,True,False,False,True,,,,76561199217770520,21,3,5902,986,540,1707111728,[],['hahahahahahahahahahahahaha'],0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,inconsistent,inconsistent,inconsistent,inconsistent,inconsistent
